timestamp,open,high,low,close,volume
2023-05-20 08:00:00,26863.0,26923.0,26863.0,26891.0,79.6097508
2023-05-20 12:00:00,26897.0,26978.0,26888.0,26959.0,108.24531087
2023-05-20 16:00:00,26959.0,27153.0,26926.0,27075.0,223.31934117
2023-05-20 20:00:00,27082.0,27139.0,26983.0,27115.0,100.68796602
2023-05-21 00:00:00,27123.0,27277.0,27070.0,27189.0,94.54247537
2023-05-21 04:00:00,27191.0,27191.0,27064.0,27072.0,45.40505741
2023-05-21 08:00:00,27070.0,27091.0,26800.0,26838.0,187.97955416
2023-05-21 12:00:00,26833.0,26984.0,26819.0,26911.0,119.52266018
2023-05-21 16:00:00,26912.0,26944.0,26847.0,26913.0,38.93289409
2023-05-21 20:00:00,26921.0,26935.0,26688.0,26750.0,167.76479738
2023-05-22 00:00:00,26753.0,26785.0,26547.0,26652.0,254.92021418
2023-05-22 04:00:00,26653.0,26916.0,26650.0,26846.0,112.52859234
2023-05-22 08:00:00,26846.0,26900.0,26777.0,26832.0,89.09822262
2023-05-22 12:00:00,26827.0,27078.0,26711.0,26871.0,443.30560947
2023-05-22 16:00:00,26874.0,26921.0,26788.0,26856.0,103.63752761
2023-05-22 20:00:00,26856.0,26953.0,26833.0,26856.0,108.38372169
2023-05-23 00:00:00,26854.0,27415.0,26810.0,27368.0,430.78260892
2023-05-23 04:00:00,27379.0,27478.0,27220.0,27306.0,252.96242264
2023-05-23 08:00:00,27310.0,27346.0,27259.0,27335.0,102.95176312
2023-05-23 12:00:00,27335.0,27386.0,27187.0,27323.0,205.39602544
2023-05-23 16:00:00,27324.0,27332.0,27111.0,27195.0,143.02819569
2023-05-23 20:00:00,27187.0,27254.0,27158.0,27226.0,39.2986183
2023-05-24 00:00:00,27225.0,27225.0,26678.0,26790.0,279.63512516
2023-05-24 04:00:00,26773.0,26829.0,26623.0,26674.0,347.26452998
2023-05-24 08:00:00,26676.0,26832.0,26676.0,26735.0,107.33345728
2023-05-24 12:00:00,26743.0,26743.0,26076.0,26312.0,1048.41624102
2023-05-24 16:00:00,26311.0,26392.0,26162.0,26246.0,260.57579755
2023-05-24 20:00:00,26243.0,26478.0,26239.0,26325.0,171.31870982
2023-05-25 00:00:00,26325.0,26381.0,25878.0,26175.0,542.86295154
2023-05-25 04:00:00,26172.0,26281.0,26127.0,26127.0,165.37737213
2023-05-25 08:00:00,26130.0,26326.0,26127.0,26295.0,160.9112719
2023-05-25 12:00:00,26295.0,26471.0,26172.0,26220.0,367.62187656
2023-05-25 16:00:00,26221.0,26611.0,26207.0,26467.0,310.14324265
2023-05-25 20:00:00,26474.0,26552.0,26439.0,26478.0,99.90912312
2023-05-26 00:00:00,26486.0,26534.0,26367.0,26441.0,173.09087609
2023-05-26 04:00:00,26442.0,26537.0,26338.0,26508.0,157.51518687
2023-05-26 08:00:00,26509.0,26547.0,26430.0,26467.0,96.28564133
2023-05-26 12:00:00,26466.0,26937.0,26365.0,26762.0,818.49271972
2023-05-26 16:00:00,26767.0,26845.0,26625.0,26775.0,322.02934533
2023-05-26 20:00:00,26782.0,26818.0,26701.0,26718.0,98.68860301
2023-05-27 00:00:00,26716.0,26784.0,26648.0,26761.0,82.68863302
2023-05-27 04:00:00,26766.0,26794.0,26718.0,26736.0,72.98209624
2023-05-27 08:00:00,26735.0,26738.0,26677.0,26708.0,77.68262039
2023-05-27 12:00:00,26707.0,26782.0,26566.0,26693.0,142.04175254
2023-05-27 16:00:00,26695.0,26842.0,26635.0,26743.0,165.36788811
2023-05-27 20:00:00,26743.0,26893.0,26737.0,26872.0,95.70089584
2023-05-28 00:00:00,26875.0,27246.0,26785.0,27193.0,408.68804462
2023-05-28 04:00:00,27213.0,27290.0,27138.0,27221.0,74.66633206
2023-05-28 08:00:00,27236.0,27320.0,27151.0,27166.0,153.72744172
2023-05-28 12:00:00,27170.0,27280.0,27111.0,27280.0,174.8650498
2023-05-28 16:00:00,27280.0,27726.0,27225.0,27531.0,393.72383631
2023-05-28 20:00:00,27531.0,28248.0,27531.0,28072.0,459.97852183
2023-05-29 00:00:00,28071.0,28452.0,27928.0,27959.0,398.39960871
2023-05-29 04:00:00,27962.0,28058.0,27826.0,27912.0,92.91107481
2023-05-29 08:00:00,27912.0,27975.0,27762.0,27920.0,167.69865449
2023-05-29 12:00:00,27922.0,27958.0,27603.0,27640.0,386.46145658
2023-05-29 16:00:00,27638.0,27734.0,27542.0,27649.0,479.52003671
2023-05-29 20:00:00,27641.0,27819.0,27580.0,27749.0,159.68750242
2023-05-30 00:00:00,27748.0,27941.0,27603.0,27840.0,179.64946451
2023-05-30 04:00:00,27842.0,27859.0,27687.0,27737.0,146.13007278
2023-05-30 08:00:00,27737.0,28054.0,27728.0,28043.0,426.69102482
2023-05-30 12:00:00,28044.0,28044.0,27627.0,27680.0,450.06135015
2023-05-30 16:00:00,27680.0,27872.0,27570.0,27861.0,232.41778386
2023-05-30 20:00:00,27863.0,27873.0,27667.0,27706.0,132.60147895
2023-05-31 00:00:00,27701.0,27840.0,27593.0,27664.0,231.32100881
2023-05-31 04:00:00,27666.0,27684.0,26991.0,27176.0,568.03144853
2023-05-31 08:00:00,27175.0,27210.0,27008.0,27103.0,123.04581869
2023-05-31 12:00:00,27099.0,27227.0,26858.0,26919.0,532.5358807
2023-05-31 16:00:00,26912.0,27122.0,26857.0,27020.0,212.68572552
2023-05-31 20:00:00,27024.0,27298.0,27013.0,27219.0,195.85637042
2023-06-01 00:00:00,27220.0,27356.0,26625.0,26782.0,567.19772307
2023-06-01 04:00:00,26786.0,26889.0,26761.0,26808.0,190.4121236
2023-06-01 08:00:00,26804.0,26953.0,26793.0,26895.0,161.55900241
2023-06-01 12:00:00,26895.0,26975.0,26804.0,26893.0,376.5968257
2023-06-01 16:00:00,26900.0,27170.0,26675.0,26867.0,532.91211669
2023-06-01 20:00:00,26876.0,26949.0,26727.0,26826.0,175.67941118
2023-06-02 00:00:00,26821.0,27017.0,26519.0,27012.0,367.8203406
2023-06-02 04:00:00,27004.0,27213.0,26961.0,27057.0,195.95334112
2023-06-02 08:00:00,27056.0,27187.0,27056.0,27138.0,155.33205632
2023-06-02 12:00:00,27137.0,27241.0,26885.0,27100.0,569.90211336
2023-06-02 16:00:00,27097.0,27294.0,27008.0,27241.0,243.93453847
2023-06-02 20:00:00,27248.0,27300.0,27151.0,27251.0,138.49206613
2023-06-03 00:00:00,27250.0,27250.0,27112.0,27152.0,98.12054154
2023-06-03 04:00:00,27152.0,27217.0,27124.0,27185.0,63.59994941
2023-06-03 08:00:00,27182.0,27188.0,27125.0,27145.0,92.4621957
2023-06-03 12:00:00,27146.0,27332.0,27142.0,27311.0,167.79618535
2023-06-03 16:00:00,27312.0,27328.0,27050.0,27109.0,207.64464693
2023-06-03 20:00:00,27103.0,27134.0,26937.0,27076.0,142.7984129
2023-06-04 00:00:00,27072.0,27104.0,26963.0,27067.0,85.73690697
2023-06-04 04:00:00,27069.0,27169.0,27036.0,27149.0,73.30674966
2023-06-04 08:00:00,27158.0,27250.0,27128.0,27205.0,63.44615392
2023-06-04 12:00:00,27202.0,27302.0,27173.0,27190.0,138.85347752
2023-06-04 16:00:00,27192.0,27228.0,27171.0,27223.0,35.92528569
2023-06-04 20:00:00,27223.0,27451.0,27060.0,27125.0,392.63099034
2023-06-05 00:00:00,27114.0,27138.0,26813.0,26853.0,266.68685322
2023-06-05 04:00:00,26841.0,26884.0,26760.0,26844.0,159.680933
2023-06-05 08:00:00,26842.0,26851.0,26683.0,26777.0,185.41909496
2023-06-05 12:00:00,26778.0,26817.0,25999.0,25999.0,1090.48393152
2023-06-05 16:00:00,25999.0,26076.0,25389.0,25625.0,1815.07667138
2023-06-05 20:00:00,25618.0,25863.0,25520.0,25739.0,320.24283856
2023-06-06 00:00:00,25730.0,25791.0,25615.0,25734.0,241.35711877
2023-06-06 04:00:00,25735.0,25821.0,25725.0,25739.0,139.90785574
2023-06-06 08:00:00,25743.0,25798.0,25653.0,25694.0,222.51984921
2023-06-06 12:00:00,25695.0,26132.0,25350.0,26074.0,1725.4142099
2023-06-06 16:00:00,26082.0,27223.0,26075.0,27099.0,1209.26830119
2023-06-06 20:00:00,27109.0,27357.0,26897.0,27236.0,426.74426961
2023-06-07 00:00:00,27252.0,27388.0,26737.0,26904.0,431.74923537
2023-06-07 04:00:00,26909.0,26996.0,26766.0,26795.0,412.86297461
2023-06-07 08:00:00,26802.0,26968.0,26367.0,26898.0,596.01557664
2023-06-07 12:00:00,26900.0,26915.0,26269.0,26346.0,811.60127238
2023-06-07 16:00:00,26342.0,26551.0,26250.0,26474.0,405.19482224
2023-06-07 20:00:00,26481.0,26490.0,26140.0,26348.0,339.38107539
2023-06-08 00:00:00,26347.0,26471.0,26225.0,26348.0,278.4355754
2023-06-08 04:00:00,26347.0,26516.0,26295.0,26444.0,147.99812449
2023-06-08 08:00:00,26444.0,26500.0,26370.0,26438.0,123.35229589
2023-06-08 12:00:00,26448.0,26809.0,26310.0,26729.0,466.19455531
2023-06-08 16:00:00,26730.0,26738.0,26433.0,26546.0,320.09466685
2023-06-08 20:00:00,26537.0,26653.0,26498.0,26510.0,194.35032418
2023-06-09 00:00:00,26507.0,26600.0,26289.0,26492.0,267.51943699
2023-06-09 04:00:00,26486.0,26576.0,26425.0,26502.0,94.00957425
2023-06-09 08:00:00,26500.0,26683.0,26498.0,26615.0,176.54856004
2023-06-09 12:00:00,26614.0,26778.0,26457.0,26473.0,251.28260125
2023-06-09 16:00:00,26469.0,26526.0,26377.0,26405.0,144.4831734
2023-06-09 20:00:00,26406.0,26497.0,26390.0,26484.0,125.95512415
2023-06-10 00:00:00,26486.0,26528.0,26272.0,26325.0,270.85454971
2023-06-10 04:00:00,26325.0,26352.0,25483.0,25662.0,1131.13094066
2023-06-10 08:00:00,25665.0,25758.0,25582.0,25749.0,235.76291249
2023-06-10 12:00:00,25745.0,25745.0,25583.0,25647.0,394.49859586
2023-06-10 16:00:00,25646.0,26159.0,25420.0,25761.0,849.78156946
2023-06-10 20:00:00,25760.0,25943.0,25697.0,25857.0,192.51371606
2023-06-11 00:00:00,25857.0,25875.0,25717.0,25745.0,129.3545118
2023-06-11 04:00:00,25743.0,25848.0,25657.0,25753.0,131.59347227
2023-06-11 08:00:00,25753.0,25852.0,25714.0,25815.0,111.74316827
2023-06-11 12:00:00,25818.0,25818.0,25698.0,25770.0,102.55062073
2023-06-11 16:00:00,25765.0,26112.0,25755.0,26046.0,243.68368132
2023-06-11 20:00:00,26048.0,26209.0,25769.0,25941.0,302.06692602
2023-06-12 00:00:00,25940.0,26030.0,25634.0,25800.0,302.5869943
2023-06-12 04:00:00,25801.0,25912.0,25756.0,25816.0,139.49834022
2023-06-12 08:00:00,25816.0,26103.0,25792.0,25997.0,363.16596178
2023-06-12 12:00:00,26000.0,26000.0,25748.0,25826.0,388.65298955
2023-06-12 16:00:00,25826.0,25954.0,25660.0,25821.0,435.81385323
2023-06-12 20:00:00,25820.0,25959.0,25804.0,25906.0,131.30730985
2023-06-13 00:00:00,25906.0,26145.0,25823.0,26055.0,335.87978607
2023-06-13 04:00:00,26060.0,26127.0,25980.0,26073.0,123.91488979
2023-06-13 08:00:00,26073.0,26269.0,26054.0,26193.0,300.86653612
2023-06-13 12:00:00,26186.0,26422.0,25718.0,25753.0,834.98815344
2023-06-13 16:00:00,25733.0,25966.0,25733.0,25896.0,198.55695743
2023-06-13 20:00:00,25894.0,25954.0,25807.0,25934.0,101.76164407
2023-06-14 00:00:00,25935.0,26045.0,25908.0,25977.0,178.45029392
2023-06-14 04:00:00,25977.0,26003.0,25838.0,25900.0,184.20676663
2023-06-14 08:00:00,25899.0,26024.0,25886.0,25979.0,212.33906991
2023-06-14 12:00:00,25978.0,26070.0,25924.0,25981.0,312.82143749
2023-06-14 16:00:00,25976.0,26078.0,25764.0,25871.0,614.88301601
2023-06-14 20:00:00,25865.0,25870.0,24819.0,25127.0,1244.42810918
2023-06-15 00:00:00,25125.0,25200.0,25027.0,25053.0,84.46189612
2023-06-15 04:00:00,25053.0,25053.0,24813.0,24919.0,553.63137563
2023-06-15 08:00:00,24919.0,25000.0,24756.0,24968.0,408.05388178
2023-06-15 12:00:00,24976.0,25045.0,24873.0,24929.0,727.07762326
2023-06-15 16:00:00,24929.0,25488.0,24889.0,25439.0,449.56512157
2023-06-15 20:00:00,25435.0,25729.0,25210.0,25573.0,657.65250986
2023-06-16 00:00:00,25567.0,25576.0,25426.0,25538.0,125.28426588
2023-06-16 04:00:00,25538.0,25601.0,25455.0,25509.0,214.45760483
2023-06-16 08:00:00,25509.0,25604.0,25444.0,25449.0,172.9984401
